satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
0.37,0.46,2,131,3,0,1,0,hr,42959
0.39,0.56,2,135,3,0,1,0,hr,41343
0.61,0.86,4,196,4,0,1,0,hr,56646
0.11,0.95,6,285,4,0,1,0,technical,59259
0.09,0.9,7,289,5,0,1,0,technical,51915
0.36,0.52,2,157,3,0,1,0,technical,40899
0.09,0.94,6,308,4,0,1,0,technical,50420
0.41,0.71,4,301,5,0,1,0,technical,44841
0.4,0.46,2,131,3,0,1,0,technical,56158
0.1,0.91,6,262,5,1,1,0,technical,57011
0.46,0.53,2,143,3,1,1,0,technical,46364
0.38,0.46,2,147,3,0,1,0,support,56017
0.36,0.54,2,136,3,0,1,0,IT,49112
0.92,0.94,5,307,5,0,1,0,IT,45251
0.11,0.87,5,303,4,0,1,0,IT,42862
0.39,0.56,2,156,3,0,1,0,IT,42778
0.11,0.95,6,271,4,0,1,0,IT,56959
0.45,0.45,2,140,3,0,1,0,product_mng,57125
0.44,0.55,2,130,3,1,1,0,product_mng,54258
0.85,0.97,4,266,6,0,1,0,product_mng,41699
0.43,0.52,2,139,3,0,1,0,product_mng,47960
0.75,0.86,5,260,5,0,1,0,IT,40629
0.11,0.55,2,137,3,1,1,0,RandD,46793
0.36,0.5,2,158,3,0,1,0,RandD,43679
0.1,0.79,6,249,4,0,1,0,RandD,47236
0.74,0.89,5,259,5,0,1,0,RandD,50720
0.4,0.46,2,144,3,0,1,0,RandD,59245
0.09,0.77,6,244,4,0,1,0,marketing,58599
0.76,0.91,4,219,5,0,1,0,sales,59686
0.45,0.57,2,151,3,0,1,0,accounting,43722
0.84,0.88,4,269,5,0,1,0,support,51420
0.38,0.45,2,127,3,0,1,0,technical,49190
0.38,0.46,2,144,3,0,1,0,management,41563
0.75,0.88,4,239,5,0,1,0,sales,41554
0.44,0.53,2,156,3,0,1,0,sales,46572
0.39,0.48,2,138,3,0,1,0,sales,52081
0.4,0.55,2,155,3,0,1,0,sales,56908
0.92,0.87,4,229,6,0,1,0,sales,50381
0.36,0.47,2,136,3,0,1,0,accounting,49913
0.86,0.95,4,241,5,0,1,0,accounting,58555
0.74,0.87,5,258,5,0,1,0,accounting,56546
0.8,0.95,3,146,5,0,1,0,hr,54905
0.36,0.48,2,145,3,0,1,0,hr,52191
0.42,0.57,2,159,3,0,1,0,hr,53830
0.42,0.47,2,129,3,0,1,0,hr,56475
0.4,0.45,2,142,3,0,1,0,technical,50413
0.46,0.53,2,129,3,0,1,0,technical,56122
0.09,0.9,6,287,4,0,1,0,technical,56113
0.88,0.89,4,275,5,0,1,0,technical,49808
0.1,0.82,6,272,4,0,1,0,technical,56279
0.1,0.97,6,307,4,0,1,0,technical,43796
0.11,0.93,4,295,3,0,1,0,technical,50048
0.84,0.88,5,237,5,0,1,0,technical,44337
0.42,0.56,2,158,3,0,1,0,technical,58283
0.1,0.86,6,266,4,1,1,0,technical,48962
0.44,0.5,2,132,3,0,1,0,technical,43388
0.09,0.78,6,244,4,0,1,0,IT,52933
0.09,0.84,6,258,4,0,1,0,IT,48548
0.1,0.8,7,292,5,0,1,0,IT,46476
0.45,0.56,2,143,3,0,1,0,product_mng,43291
0.4,0.51,2,136,3,0,1,0,product_mng,40028
0.31,0.95,6,235,5,0,1,0,product_mng,52620
0.7,0.93,2,310,3,0,1,0,product_mng,59183
0.36,0.48,2,152,3,0,1,0,IT,49721
0.34,0.97,6,157,5,1,1,0,RandD,44911
0.87,0.83,5,267,5,0,1,0,RandD,52304
0.11,0.91,6,302,4,0,1,0,RandD,44888
0.47,0.81,4,133,3,0,1,0,RandD,47816
0.43,0.52,2,142,3,0,1,0,RandD,55666
0.43,0.47,2,129,3,0,1,0,marketing,54124
0.45,0.57,2,136,3,0,1,0,sales,49537
0.74,1,5,223,5,0,1,0,accounting,51978
0.1,0.89,6,244,4,1,1,0,support,50720
0.78,0.87,5,243,5,0,1,0,technical,42172
0.9,0.95,5,275,3,0,1,0,management,55416
0.53,0.95,6,205,4,0,1,0,marketing,56113
0.45,0.54,2,154,3,0,1,0,marketing,52070
0.73,0.92,4,273,5,0,1,0,sales,52567
0.73,1,5,230,5,0,1,0,sales,43391
0.89,0.91,5,260,5,0,1,0,sales,52835
0.11,0.77,6,275,4,0,1,0,accounting,42109
0.1,0.77,7,308,4,0,1,0,accounting,50828
0.37,0.46,2,129,3,0,1,0,accounting,44669
0.38,0.48,2,134,3,0,1,0,hr,42276
0.42,0.48,2,132,3,0,1,0,hr,56829
0.44,0.46,2,153,3,0,1,0,hr,48841
0.11,0.83,6,262,4,0,1,0,hr,49677
0.09,0.97,7,262,4,0,1,0,technical,59708
0.43,0.47,2,130,3,0,1,0,technical,45357
0.38,0.52,2,156,3,0,1,0,technical,45555
0.11,0.89,6,254,4,0,1,0,technical,45787
0.37,0.49,2,130,3,0,1,0,technical,43458
0.44,0.57,2,139,3,0,1,0,technical,41078
0.72,0.82,5,269,5,0,1,0,technical,51448
0.1,0.91,7,297,4,0,1,0,technical,44384
0.73,0.86,5,249,5,0,1,0,technical,49439
0.09,0.82,7,267,4,0,1,0,technical,57774
0.44,0.46,2,149,3,0,1,0,technical,44464
0.09,0.82,6,251,4,0,1,0,support,48402
0.88,0.87,4,235,6,0,1,0,management,50321
0.37,0.48,2,160,3,0,1,0,IT,50878
0.77,0.87,4,150,4,0,1,0,product_mng,51185
0.91,0.94,5,218,6,0,1,0,product_mng,49322
0.46,0.51,2,155,3,0,1,0,product_mng,43281
0.11,0.87,6,291,4,0,1,0,product_mng,50899
0.86,0.91,5,265,5,0,1,0,IT,42340
0.87,0.88,5,262,6,0,1,0,sales,49016
0.09,0.92,6,303,5,0,1,0,sales,47338
0.42,0.46,2,132,3,0,1,0,sales,54750
0.82,0.83,4,245,5,1,1,0,sales,45605
0.46,0.48,2,129,3,0,1,0,sales,45472
0.88,1,5,226,6,0,1,0,marketing,58439
0.1,0.91,6,286,4,0,1,0,marketing,50879
0.43,0.45,2,140,3,0,1,0,sales,51635
0.37,0.49,2,153,3,0,1,0,accounting,40946
0.8,0.95,5,217,5,0,1,0,support,41348
0.83,0.95,5,258,5,0,1,0,technical,57066
0.39,0.57,2,156,3,0,1,0,management,47855
0.77,0.92,5,255,5,0,1,0,marketing,54145
0.43,0.46,2,129,3,0,1,0,marketing,40845
0.79,0.96,4,234,5,0,1,0,marketing,42046
0.1,0.96,6,303,4,0,1,0,sales,42360
0.09,0.91,6,248,4,0,1,0,sales,48575
0.11,0.91,6,302,4,0,1,0,accounting,40616
0.45,0.49,2,144,3,0,1,0,accounting,52911
0.11,0.91,6,272,4,0,1,0,accounting,53303
0.09,0.8,6,294,4,0,1,0,hr,44282
0.78,0.71,4,296,3,0,1,0,hr,51556
0.38,0.5,2,151,3,1,1,0,hr,49463
0.82,0.82,4,249,5,0,1,0,hr,59143
0.85,0.89,4,221,5,0,1,0,technical,51741
0.45,0.46,2,146,3,0,1,0,technical,58020
0.77,0.89,5,243,5,0,1,0,technical,50555
0.39,0.5,2,127,3,0,1,0,technical,59381
0.91,0.9,4,245,5,0,1,0,technical,47734
0.11,0.77,6,264,4,0,1,0,technical,59999
0.46,0.45,2,143,3,0,1,0,technical,43953
0.43,0.49,2,135,3,0,1,0,technical,59287
0.11,0.96,6,262,4,1,1,0,technical,56187
0.1,0.93,6,299,4,0,1,0,technical,43595
0.09,0.8,5,279,4,0,1,0,technical,57480
0.36,0.51,2,155,3,0,1,0,support,43926
0.11,0.89,6,264,4,0,1,0,support,40537
0.43,0.56,2,158,3,0,1,0,IT,47322
0.1,0.93,6,243,4,0,1,0,product_mng,54191
0.11,0.83,6,268,4,0,1,0,product_mng,43023
0.09,0.77,6,244,4,0,1,0,product_mng,54138
0.75,0.83,5,262,5,0,1,0,product_mng,56008
0.38,0.55,2,134,3,0,1,0,IT,55123
0.09,0.87,7,278,4,0,1,0,IT,46671
0.74,0.97,5,238,5,0,1,0,IT,52110
0.44,0.56,2,127,3,0,1,0,IT,47769
0.76,0.95,4,259,5,0,1,0,RandD,43445
0.42,0.56,2,146,3,0,1,0,RandD,43801
0.75,1,4,243,5,0,1,0,RandD,50769
0.36,0.52,2,137,3,0,1,0,marketing,48624
0.75,0.93,5,229,5,0,1,0,sales,50383
0.4,0.46,2,134,3,0,1,0,accounting,51266
0.75,0.89,4,228,5,0,1,0,support,46735
0.09,0.84,6,301,4,0,1,0,technical,41985
0.39,0.46,2,127,3,0,1,0,management,53194
0.4,0.48,2,142,3,0,1,0,marketing,46721
0.39,0.54,2,131,3,0,1,0,marketing,52312
0.1,0.85,7,310,5,0,1,0,marketing,59625
0.42,0.55,2,148,3,0,1,0,sales,56321
0.82,0.85,4,274,5,0,1,0,sales,57725
0.41,0.54,2,138,3,0,1,0,accounting,50549
0.1,0.82,7,284,4,0,1,0,accounting,54444
0.88,0.92,4,225,5,0,1,0,accounting,59635
0.43,0.57,2,151,3,1,1,0,hr,40467
0.42,0.5,2,155,3,0,1,0,hr,56679
0.85,1,4,234,5,0,1,0,hr,56620
0.38,0.49,2,144,3,0,1,0,hr,43652
0.39,0.47,2,142,3,0,1,0,technical,42777
0.41,0.48,2,126,3,0,1,0,technical,45722
0.88,0.92,4,233,6,0,1,0,technical,50487
0.78,0.96,4,241,5,0,1,0,technical,53349
0.45,0.48,2,138,3,0,1,0,technical,54596
0.09,0.95,6,260,4,1,1,0,technical,45677
0.44,0.56,2,145,3,0,1,0,technical,44117
0.11,0.84,6,252,4,0,1,0,technical,57213
0.36,0.51,2,143,3,0,1,0,technical,40869
0.86,0.98,4,270,5,0,1,0,technical,58406
0.1,0.92,6,285,4,0,1,0,technical,42358
0.45,0.53,2,149,3,0,1,0,support,41005
0.42,0.53,2,158,3,0,1,0,support,47503
0.36,0.55,2,134,3,0,1,0,support,46784
0.81,0.81,4,218,5,1,1,0,IT,44641
0.09,0.83,7,258,4,0,1,0,product_mng,44145
0.87,0.81,5,304,5,0,1,0,product_mng,57768
0.43,0.56,6,149,4,0,1,0,product_mng,47234
0.39,0.51,2,139,3,0,1,0,IT,50987
0.1,0.9,6,272,5,0,1,0,RandD,55751
0.41,0.52,2,132,3,0,1,0,RandD,42977
0.72,1,2,240,2,0,1,0,RandD,50499
0.44,0.55,2,137,3,0,1,0,RandD,50343
0.38,0.5,2,139,3,0,1,0,RandD,50985
0.46,0.52,2,148,3,0,1,0,RandD,45358
0.4,0.49,2,149,3,0,1,0,marketing,53034
0.45,0.45,2,131,3,0,1,0,sales,49549
0.89,0.89,5,262,5,0,1,0,accounting,54952
0.1,0.97,7,284,4,0,1,0,support,42854
0.46,0.48,2,161,3,0,1,0,technical,47771
0.09,0.78,7,290,4,0,1,0,management,51907
0.45,0.57,2,149,3,0,1,0,marketing,59804
0.89,0.98,4,242,6,0,1,0,marketing,49858
0.62,0.77,5,227,4,0,1,0,marketing,40265
0.11,0.93,6,276,4,0,1,0,sales,59679
0.44,0.5,2,135,3,0,1,0,sales,47360
0.62,0.89,3,131,4,0,1,0,sales,43938
0.1,0.77,6,272,4,0,1,0,accounting,50955
0.42,0.47,2,157,3,0,1,0,accounting,42649
0.1,0.96,7,301,4,0,1,0,hr,51004
0.1,0.81,6,252,4,0,1,0,hr,49391
0.42,0.47,2,130,3,0,1,0,hr,56224
0.09,0.86,6,297,4,0,1,0,hr,46497
0.1,0.8,6,248,4,0,1,0,technical,52079
0.11,0.89,7,257,4,0,1,0,technical,55674
0.44,0.53,2,147,3,0,1,0,technical,48766
0.87,0.9,3,307,5,0,1,0,technical,42013
0.44,0.46,2,154,3,0,1,0,technical,46934
0.41,0.56,2,143,3,0,1,0,technical,47540
0.51,0.79,4,134,3,0,1,0,technical,49918
0.89,0.96,5,221,5,0,1,0,technical,54843
0.1,0.96,6,275,4,0,1,0,technical,48565
0.9,0.94,5,247,5,0,1,0,technical,44857
0.36,0.55,2,131,3,0,1,0,technical,59663
0.44,0.54,2,150,3,0,1,0,support,59172
0.39,0.57,2,150,3,0,1,0,support,42175
0.38,1,5,137,4,0,1,0,support,43362
0.73,0.95,4,223,6,0,1,0,support,50016
0.11,0.83,6,262,5,0,1,0,IT,56318
0.1,0.83,6,293,4,0,1,0,product_mng,55801
0.39,0.52,2,129,3,0,1,0,product_mng,46097
0.4,0.45,2,140,3,0,1,0,IT,53795
0.41,0.52,2,132,3,0,1,0,RandD,44427
0.11,0.89,6,284,4,0,1,0,RandD,43989
0.74,0.99,5,263,5,0,1,0,RandD,43417
0.42,0.46,2,143,3,0,1,0,RandD,47699
0.88,0.88,4,265,5,0,1,0,RandD,43050
0.37,0.53,2,147,3,0,1,0,RandD,44332
0.78,0.81,4,253,5,0,1,0,marketing,50760
0.46,0.5,2,141,3,0,1,0,sales,58707
0.74,1,5,222,6,0,1,0,accounting,44884
0.11,0.86,6,273,4,1,1,0,support,56393
0.8,0.87,5,240,6,0,1,0,technical,53631
0.37,0.48,2,154,3,0,1,0,management,47112
0.87,0.92,4,253,6,0,1,0,marketing,58992
0.9,0.84,5,221,5,0,1,0,marketing,56302
0.1,0.88,6,263,4,0,1,0,marketing,54396
0.43,0.46,2,145,3,0,1,0,sales,59113
0.11,0.91,6,279,4,0,1,0,sales,43770
0.4,0.46,2,146,3,0,1,0,sales,46954
0.11,0.86,6,299,4,1,1,0,sales,47372
0.79,0.93,5,269,5,0,1,0,accounting,42628
0.39,0.57,2,130,3,0,1,0,hr,54700
0.15,0.62,4,257,3,0,1,0,hr,43710
0.81,1,4,241,5,0,1,0,hr,42043
0.39,0.53,2,136,3,0,1,0,hr,47418
0.92,0.94,4,219,5,0,1,0,technical,59844
0.9,0.98,5,271,5,0,1,0,technical,57931
0.32,0.6,2,280,4,0,1,0,technical,54333
0.46,0.46,2,140,3,0,1,0,technical,58494
0.83,0.98,4,254,5,0,1,0,technical,40266
0.39,0.47,2,131,3,0,1,0,technical,50200
0.2,0.9,6,138,3,0,1,0,technical,49493
0.11,0.85,6,295,4,0,1,0,technical,51889
0.11,0.96,6,301,5,0,1,0,technical,51935
0.1,0.95,7,296,4,0,1,0,technical,53017
0.75,0.87,5,246,5,0,1,0,technical,40145
0.44,0.57,2,145,3,0,1,0,support,59130
0.86,0.93,5,241,5,1,1,0,support,57057
0.1,0.82,6,269,4,0,1,0,support,59800
0.39,0.49,2,146,3,0,1,0,support,58768
0.45,0.48,2,149,3,0,1,0,support,47830
0.1,0.89,7,285,4,0,1,0,IT,53327
0.11,0.88,7,305,4,0,1,0,product_mng,40364
0.41,0.48,2,141,3,0,1,0,IT,47506
0.73,0.87,5,252,5,0,1,0,RandD,59521
0.37,0.57,2,157,3,0,1,0,RandD,48939
0.11,0.89,6,250,4,0,1,0,RandD,50606
0.46,0.52,2,131,3,0,1,0,RandD,55304
0.41,0.5,2,149,3,0,1,0,RandD,52513
0.78,0.78,4,260,5,0,1,0,RandD,59366
0.78,0.86,5,260,6,0,1,0,marketing,44513
0.72,0.86,5,251,5,0,1,0,sales,59565
0.63,0.83,6,242,5,0,1,0,accounting,54271
0.55,1,6,136,3,0,1,0,support,45187
0.45,0.55,2,155,3,0,1,0,technical,41523
0.39,0.51,2,155,3,0,1,0,management,49624
0.1,0.81,6,248,4,0,1,0,marketing,45273
0.4,0.5,2,136,3,0,1,0,marketing,59042
0.39,0.54,2,133,3,0,1,0,marketing,58117
0.78,0.45,4,128,2,0,1,0,sales,58305
0.42,0.53,2,142,3,0,1,0,sales,50817
0.39,0.54,2,149,3,0,1,0,sales,44586
0.46,0.57,2,145,3,0,1,0,sales,40230
0.38,0.46,2,155,3,0,1,0,sales,44337
0.09,0.77,6,310,4,0,1,0,hr,40402
0.11,0.87,6,254,4,0,1,0,hr,53831
0.44,0.56,2,142,3,0,1,0,hr,56862
0.11,0.88,7,253,4,0,1,0,hr,51821
0.11,0.97,6,260,4,0,1,0,technical,54464
0.45,0.52,2,147,3,0,1,0,technical,47830
0.1,0.96,7,288,4,0,1,0,technical,58615
0.4,0.46,2,160,3,0,1,0,technical,42370
0.38,0.55,2,130,3,0,1,0,technical,51996
0.39,0.56,2,133,3,0,1,0,technical,48798
0.38,0.55,2,160,3,0,1,0,technical,56815
0.38,0.45,2,151,3,0,1,0,technical,56820
0.17,0.75,3,188,4,0,1,0,technical,47215
0.79,0.84,5,247,5,0,1,0,technical,51327
0.1,0.85,7,259,4,0,1,0,technical,56835
0.37,0.48,2,129,3,0,1,0,support,59924
0.42,0.49,2,152,3,0,1,0,support,45994
0.44,0.48,2,128,3,0,1,0,support,50658
0.11,0.83,6,253,4,0,1,0,support,55321
0.39,0.48,2,151,3,0,1,0,support,59820
0.1,0.83,5,271,5,0,1,0,support,51831
0.4,0.5,2,127,3,0,1,0,IT,50890
0.38,0.47,2,140,3,1,1,0,IT,44242
0.1,0.82,7,265,4,0,1,0,RandD,40168
0.42,0.48,2,148,3,1,1,0,RandD,46869
0.74,0.86,5,262,5,0,1,0,RandD,45686
0.1,0.8,6,261,4,0,1,0,RandD,44858
0.82,0.9,5,248,5,0,1,0,RandD,43867
0.38,0.55,2,131,3,0,1,0,marketing,57122
0.41,0.56,2,160,3,0,1,0,sales,55448
0.4,0.47,2,152,3,0,1,0,accounting,42931
0.83,0.98,4,249,5,0,1,0,support,59411
0.36,0.57,2,144,3,0,1,0,technical,45262
0.75,0.98,4,245,5,0,1,0,management,44035
0.44,0.53,2,146,3,0,1,0,marketing,45108
0.1,0.94,6,297,5,0,1,0,marketing,40235
0.39,0.52,2,148,3,1,1,0,marketing,48469
0.09,0.84,7,260,4,0,1,0,sales,51262
0.4,0.57,2,152,3,0,1,0,sales,49945
0.41,0.54,2,135,3,0,1,0,sales,42998
0.83,0.92,4,235,5,0,1,0,sales,53706
0.42,0.47,2,145,3,0,1,0,sales,45989
0.61,0.46,5,220,4,0,1,0,sales,59217
0.83,0.92,4,255,5,0,1,0,accounting,48490
0.09,0.83,6,286,4,0,1,0,hr,45616
0.11,0.88,6,290,4,0,1,0,hr,41711
0.44,0.57,2,148,3,0,1,0,technical,53039
0.43,0.52,2,146,3,0,1,0,technical,46907
0.12,0.8,5,136,2,0,1,0,technical,52854
0.1,0.86,7,261,5,0,1,0,technical,50845
0.1,0.96,6,274,4,0,1,0,technical,58546
0.4,0.48,2,132,3,0,1,0,technical,41131
0.41,0.47,2,145,3,0,1,0,technical,48241
0.37,0.48,2,153,3,0,1,0,technical,59776
0.4,0.48,2,139,3,0,1,0,technical,58459
0.74,0.96,4,231,5,0,1,0,technical,45403
0.39,0.48,2,154,3,0,1,0,technical,57839
0.11,0.9,5,307,4,0,1,0,support,40120
0.36,0.51,2,129,3,0,1,0,support,58572
0.8,0.83,5,275,5,0,1,0,support,45846
0.6,0.85,3,250,2,0,1,0,support,59002
0.36,0.54,2,158,3,0,1,0,support,58337
0.1,0.96,6,310,5,0,1,0,support,55288
0.65,0.86,2,181,2,0,1,0,support,50031
0.49,0.73,4,244,3,0,1,0,support,47444
0.4,0.46,2,132,3,0,1,0,product_mng,41106
0.41,0.51,2,144,3,0,1,0,RandD,41256
0.11,0.93,7,296,4,0,1,0,RandD,59304
0.68,0.62,5,198,5,1,1,0,RandD,40511
0.43,0.53,2,157,3,0,1,0,RandD,53719
0.44,0.51,2,145,3,0,1,0,marketing,56812
0.87,0.94,5,219,5,0,1,0,marketing,48720
0.43,0.54,2,153,3,0,1,0,sales,46298
0.89,0.48,3,178,5,0,1,0,accounting,48537
0.83,0.88,5,239,5,0,1,0,support,43462
0.11,0.87,6,278,5,0,1,0,technical,51632
0.85,1,6,260,3,1,1,0,management,40840
0.89,0.97,4,264,5,0,1,0,marketing,51074
0.09,0.92,7,301,4,0,1,0,marketing,40220
0.43,0.55,4,134,3,0,1,0,marketing,40700
0.42,0.46,2,147,3,0,1,0,sales,43021
0.43,0.54,2,130,3,0,1,0,sales,50046
0.1,0.93,6,307,4,0,1,0,sales,54728
0.37,0.46,2,156,3,0,1,0,sales,45987
0.76,0.98,4,237,5,0,1,0,sales,48198
0.88,0.89,4,254,5,0,1,0,sales,44098
0.39,0.48,2,151,3,0,1,0,sales,46287
0.36,0.46,2,130,3,0,1,0,accounting,44330
0.42,0.55,2,146,3,0,1,0,hr,53550
0.42,0.46,2,135,3,0,1,0,technical,45944
0.91,0.89,5,217,5,0,1,0,technical,48977
0.41,0.56,2,154,3,0,1,0,technical,49675
0.11,0.78,6,247,4,0,1,0,technical,51541
0.09,0.83,6,295,5,0,1,0,technical,52792
0.83,1,5,224,5,0,1,0,technical,57845
0.11,0.78,6,281,4,0,1,0,technical,44820
0.1,0.93,7,258,4,0,1,0,technical,57945
0.42,0.55,2,150,3,0,1,0,technical,45521
0.1,0.97,7,282,4,0,1,0,technical,50603
0.38,0.51,2,138,3,0,1,0,technical,50761
0.77,0.98,4,238,6,0,1,0,support,42650
0.11,0.85,7,244,4,0,1,0,support,45403
0.87,0.97,5,250,6,0,1,0,support,52718
0.1,0.88,7,282,4,0,1,0,support,49427
0.1,0.89,7,253,4,0,1,0,support,58661
0.09,0.9,6,256,4,0,1,0,support,49370
0.84,0.85,5,260,5,0,1,0,support,41261
0.11,0.86,6,245,4,0,1,0,support,49803
0.81,0.97,5,230,5,0,1,0,support,48998
0.84,0.83,4,239,5,0,1,0,product_mng,59671
0.39,0.54,2,149,3,0,1,0,RandD,50175
0.75,0.89,5,276,5,0,1,0,RandD,54248
0.43,0.55,2,159,3,0,1,0,RandD,59682
0.09,0.96,7,274,5,0,1,0,marketing,51849
0.83,0.94,4,264,5,0,1,0,sales,54200
0.59,1,3,156,4,0,1,0,accounting,42555
0.44,0.54,2,135,3,0,1,0,support,40868
0.38,0.49,2,128,3,0,1,0,technical,51953
0.76,0.98,5,242,5,0,1,0,management,49127
0.22,0.86,4,293,3,0,1,0,marketing,48020
0.4,0.46,2,141,3,0,1,0,marketing,40370
0.41,0.48,2,155,3,0,1,0,marketing,48207
0.38,0.51,2,141,3,0,1,0,sales,52581
0.45,0.68,4,212,4,1,1,0,sales,49913
0.39,0.56,2,160,3,0,1,0,sales,53628
0.45,0.47,2,150,3,0,1,0,sales,49656
0.42,0.53,2,132,3,1,1,0,sales,54330
0.1,0.87,6,248,4,0,1,0,sales,42361
0.78,0.96,5,272,5,0,1,0,sales,54632
0.39,0.56,2,160,3,0,1,0,sales,49234
0.1,0.87,7,299,4,0,1,0,sales,50872
0.42,0.5,2,143,3,0,1,0,hr,44217
0.1,0.9,6,301,5,0,1,0,technical,49565
0.11,0.96,6,310,4,0,1,0,technical,47224
0.44,0.54,2,133,3,0,1,0,technical,50037
0.77,0.96,5,249,6,0,1,0,technical,48761
0.91,1,4,251,6,0,1,0,technical,59233
0.26,0.46,2,242,3,0,1,0,technical,50835
0.81,0.93,5,265,6,0,1,0,technical,47161
0.11,0.87,6,280,4,0,1,0,technical,42480
0.92,0.89,4,241,5,0,1,0,technical,42665
0.1,0.86,5,253,4,0,1,0,technical,43248
0.45,0.51,2,137,3,0,1,0,support,59936
0.11,0.94,6,266,4,0,1,0,support,56750
0.23,0.7,5,168,4,0,1,0,support,57203
0.86,0.95,4,270,5,0,1,0,support,48129
0.44,0.55,2,141,3,0,1,0,support,42158
0.41,0.56,2,133,3,0,1,0,support,48457
0.84,0.97,5,256,5,0,1,0,support,57074
0.42,0.52,2,160,3,0,1,0,support,51677
0.11,0.88,7,275,4,0,1,0,support,53753
0.38,0.46,2,160,3,0,1,0,support,57542
0.11,0.96,7,244,4,0,1,0,support,58743
0.88,0.97,4,255,5,1,1,0,IT,55710
0.63,0.76,2,157,4,0,1,0,RandD,59532
0.1,0.87,7,247,4,0,1,0,marketing,44456
0.36,0.51,2,144,3,0,1,0,sales,48488
0.45,0.51,2,149,3,0,1,0,accounting,46400
0.73,1,5,253,6,0,1,0,support,48354
0.37,0.55,2,140,3,0,1,0,technical,41087
0.09,0.85,7,307,4,0,1,0,management,58417
0.41,0.71,3,205,4,0,1,0,marketing,40100
0.72,1,5,234,5,0,1,0,marketing,48297
0.36,0.54,2,127,3,0,1,0,marketing,58284
0.9,1,4,229,5,0,1,0,sales,40448
0.44,0.56,2,141,3,0,1,0,sales,53437
0.78,0.95,4,260,5,0,1,0,sales,44374
0.37,0.52,2,141,3,0,1,0,sales,56410
0.4,0.47,2,144,3,1,1,0,sales,59810
0.84,1,5,250,5,0,1,0,sales,49648
0.09,0.86,6,245,4,0,1,0,sales,47404
0.83,0.93,4,269,5,0,1,0,sales,53839
0.11,0.87,6,273,4,0,1,0,sales,48526
0.37,0.5,2,142,3,0,1,0,sales,46801
0.09,0.93,6,273,5,0,1,0,sales,50100
0.41,0.46,2,150,3,1,1,0,hr,48517
0.38,0.51,2,159,3,0,1,0,technical,56168
0.85,0.96,4,217,5,0,1,0,technical,43065
0.88,0.91,4,234,6,0,1,0,technical,48830
0.44,0.46,2,138,3,0,1,0,technical,45262
0.11,0.92,7,265,4,0,1,0,technical,49338
0.38,0.5,2,145,3,0,1,0,technical,46847
0.09,0.78,6,263,4,0,1,0,technical,51674
0.11,0.79,6,264,4,0,1,0,technical,54322
0.11,0.88,6,253,4,0,1,0,support,48242
0.44,0.48,2,155,3,0,1,0,support,56617
0.38,0.51,2,137,3,0,1,0,support,52991
0.1,0.87,6,254,5,0,1,0,support,41181
0.45,0.57,2,143,3,0,1,0,support,52096
0.11,0.94,7,280,5,0,1,0,support,47581
0.36,0.48,2,136,3,0,1,0,support,58110
0.72,0.95,5,271,5,0,1,0,support,53642
0.43,0.48,2,157,3,0,1,0,support,53361
0.45,0.5,2,150,3,0,1,0,support,50345
0.4,0.53,2,127,3,0,1,0,support,55294
0.1,0.81,6,271,4,0,1,0,technical,58337
0.83,0.93,5,257,5,0,1,0,technical,58873
0.3,0.89,5,257,5,0,1,0,RandD,51471
0.1,0.85,6,266,4,0,1,0,sales,42006
0.09,0.9,6,295,4,0,1,0,accounting,49235
0.54,0.83,6,165,6,0,1,0,support,44975
0.61,0.58,2,264,4,0,1,0,technical,43396
0.1,0.79,6,275,4,0,1,0,management,49255
0.1,0.9,6,299,4,0,1,0,marketing,50362
0.36,0.49,2,147,3,0,1,0,marketing,55357
0.1,0.97,7,306,4,0,1,0,marketing,40674
0.84,1,5,242,5,0,1,0,sales,52891
0.38,0.51,2,159,3,0,1,0,sales,44608
0.41,0.49,2,147,3,0,1,0,sales,40205
0.37,0.51,2,154,3,1,1,0,sales,52080
0.43,0.56,2,129,3,0,1,0,sales,45534
0.46,0.53,2,161,3,0,1,0,sales,53748
0.09,0.84,6,269,4,0,1,0,sales,52993
0.78,0.86,5,274,5,0,1,0,sales,54323
0.45,0.53,2,159,3,0,1,0,sales,40694
0.42,0.47,2,135,3,0,1,0,sales,58350
0.46,0.53,2,147,3,0,1,0,sales,49223
0.39,0.49,2,142,3,0,1,0,sales,48203
0.36,0.51,2,130,3,0,1,0,sales,43277
0.44,0.48,2,158,3,0,1,0,technical,43774
0.1,0.87,7,251,5,0,1,0,technical,57166
0.09,0.93,6,279,4,0,1,0,technical,45780
0.7,0.84,6,161,4,0,1,0,technical,41501
0.72,0.84,4,256,5,0,1,0,technical,50478
0.11,0.8,6,304,4,0,1,0,technical,50745
0.39,0.51,2,137,3,0,1,0,technical,54899
0.4,0.49,2,144,3,0,1,0,support,41774
0.43,0.54,2,142,3,0,1,0,support,41224
0.76,0.87,5,262,5,0,1,0,support,45795
0.4,0.48,2,142,3,0,1,0,support,48773
0.09,0.89,6,282,4,0,1,0,support,50019
0.37,0.54,2,157,3,0,1,0,support,49501
0.87,0.91,5,228,5,0,1,0,support,53263
0.1,0.86,6,283,4,0,1,0,support,57742
0.11,0.86,6,286,4,0,1,0,support,47817
0.43,0.5,2,148,3,0,1,0,support,55319
0.1,0.81,6,245,4,0,1,0,support,48793
